facility_id,facility_name,asset_id,asset_name,asset_type,building_name,block_name,timestamp,temperature_c,vibration_mm_s,pressure_bar,power_kw,runtime_hours,operating_hours,age_years,days_since_service,health_score,health_status,abnormal_behavior,maintenance_required,days_to_maintenance
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 11:00:00,64.62,2.94,4.73,69.88,0.42,3656.72,7,85.46,94.1,EXCELLENT,0,0,170
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 12:00:00,61.86,2.96,4.84,54.89,0.77,3657.49,7,85.5,94.54,EXCELLENT,0,0,92
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 13:00:00,62.31,3.3,4.66,67.05,0.84,3658.33,7,85.54,93.83,EXCELLENT,0,0,112
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 14:00:00,61.36,2.51,4.65,55.91,0.9,3659.23,7,85.58,93.79,EXCELLENT,0,0,124
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 15:00:00,59.73,3.09,4.87,56.17,0.6,3659.83,7,85.62,94.7,EXCELLENT,0,0,146
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 16:00:00,63.4,3.36,5.15,64.23,0.57,3660.4,7,85.67,94.58,EXCELLENT,0,0,158
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 17:00:00,61.19,2.82,5.15,57.29,0.5,3660.9,7,85.71,94.62,EXCELLENT,0,0,111
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 18:00:00,61.92,2.79,5.2,70.6,0.82,3661.72,7,85.75,94.42,EXCELLENT,0,0,166
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 19:00:00,59.29,3.08,5.33,36.54,0.98,3662.7,7,85.79,93.88,EXCELLENT,0,0,97
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 20:00:00,60.35,3.41,5.18,19.98,0.89,3663.59,7,85.83,94.47,EXCELLENT,0,0,166
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 21:00:00,60.31,2.97,5.28,17.72,0.58,3664.17,7,85.88,94.09,EXCELLENT,0,0,177
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 22:00:00,64.61,3.01,4.77,33.24,0.48,3664.64,7,85.92,94.26,EXCELLENT,0,0,117
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-07 23:00:00,59.47,2.86,4.88,27.86,0.42,3665.07,7,85.96,94.7,EXCELLENT,0,0,160
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 00:00:00,62.52,2.39,5.03,19.24,0.89,3665.96,7,86.0,95.09,EXCELLENT,0,0,92
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 01:00:00,60.64,3.18,5.12,33.23,0.74,3666.7,7,86.04,94.73,EXCELLENT,0,0,148
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 02:00:00,64.3,2.94,5.18,27.46,0.48,3667.18,7,86.08,94.47,EXCELLENT,0,0,107
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 03:00:00,54.94,2.87,5.05,32.86,0.65,3667.83,7,86.12,95.02,EXCELLENT,0,0,153
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 04:00:00,58.93,2.62,5.53,42.87,0.83,3668.66,7,86.17,93.06,EXCELLENT,0,0,146
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 05:00:00,64.07,2.99,5.65,40.59,0.59,3669.25,7,86.21,92.62,EXCELLENT,0,0,166
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 06:00:00,60.62,3.08,5.06,34.9,0.66,3669.91,7,86.25,94.95,EXCELLENT,0,0,160
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 07:00:00,58.09,2.66,4.8,32.0,0.96,3670.88,7,86.29,94.39,EXCELLENT,0,0,149
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 08:00:00,66.6,2.89,5.11,46.15,0.41,3671.29,7,86.33,94.78,EXCELLENT,0,0,159
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 09:00:00,61.52,3.11,5.28,55.38,0.84,3672.13,7,86.38,94.08,EXCELLENT,0,0,157
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 10:00:00,63.73,3.07,4.3,69.51,0.88,3673.02,7,86.42,92.42,EXCELLENT,0,0,98
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 11:00:00,61.75,3.12,5.23,63.9,0.95,3673.96,7,86.46,94.26,EXCELLENT,0,0,109
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 12:00:00,63.3,2.58,5.24,66.55,0.67,3674.64,7,86.5,94.25,EXCELLENT,0,0,101
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 13:00:00,60.24,2.56,4.73,72.93,0.7,3675.33,7,86.54,94.12,EXCELLENT,0,0,169
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 14:00:00,76.0,3.52,5.27,62.6,0.83,3676.16,7,86.58,80.47,GOOD,1,0,62
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 15:00:00,56.27,3.03,4.98,64.64,0.53,3676.69,7,86.62,95.12,EXCELLENT,0,0,170
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 16:00:00,59.07,2.92,4.84,53.33,0.69,3677.38,7,86.67,94.56,EXCELLENT,0,0,178
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 17:00:00,61.66,3.44,4.85,45.78,0.96,3678.34,7,86.71,94.6,EXCELLENT,0,0,178
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 18:00:00,60.75,2.82,4.44,58.88,0.52,3678.86,7,86.75,92.95,EXCELLENT,0,0,121
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 19:00:00,62.63,3.16,4.69,29.63,0.79,3679.65,7,86.79,93.98,EXCELLENT,0,0,104
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 20:00:00,64.07,3.21,4.59,31.15,0.57,3680.22,7,86.83,93.54,EXCELLENT,0,0,139
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 21:00:00,59.2,3.16,5.09,27.49,0.41,3680.64,7,86.88,94.85,EXCELLENT,0,0,121
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 22:00:00,61.83,2.57,5.26,38.49,0.96,3681.6,7,86.92,94.17,EXCELLENT,0,0,115
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-08 23:00:00,61.06,3.39,5.34,28.85,0.55,3682.15,7,86.96,93.86,EXCELLENT,0,0,113
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 00:00:00,60.35,3.11,5.55,27.3,0.78,3682.93,7,87.0,92.99,EXCELLENT,0,0,104
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 01:00:00,61.39,2.91,5.33,34.65,0.99,3683.92,7,87.04,93.88,EXCELLENT,0,0,135
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 02:00:00,77.9,4.52,4.5,43.43,0.42,3684.34,7,87.08,61.51,WARNING,1,0,9
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 03:00:00,59.04,3.3,4.36,47.46,0.48,3684.82,7,87.12,92.64,EXCELLENT,0,0,152
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 04:00:00,62.21,2.95,5.31,32.09,0.84,3685.66,7,87.17,93.95,EXCELLENT,0,0,112
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 05:00:00,61.11,2.67,4.77,31.4,0.4,3686.07,7,87.21,94.28,EXCELLENT,0,0,159
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 06:00:00,58.87,2.92,5.03,34.57,0.89,3686.95,7,87.25,95.09,EXCELLENT,0,0,133
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 07:00:00,62.69,3.59,5.37,29.09,0.7,3687.66,7,87.29,91.66,EXCELLENT,0,0,118
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 08:00:00,66.68,3.15,4.89,69.45,0.66,3688.32,7,87.33,94.76,EXCELLENT,0,0,92
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 09:00:00,65.91,3.09,5.78,49.69,0.94,3689.26,7,87.38,92.1,EXCELLENT,0,0,114
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 10:00:00,62.81,3.07,5.31,66.2,0.82,3690.08,7,87.42,93.95,EXCELLENT,0,0,112
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 11:00:00,61.81,2.92,5.2,54.85,0.71,3690.79,7,87.46,94.39,EXCELLENT,0,0,158
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 12:00:00,65.91,2.96,5.07,50.26,0.65,3691.44,7,87.5,94.91,EXCELLENT,0,0,126
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 13:00:00,60.91,3.23,4.91,61.52,0.56,3692.0,7,87.54,94.84,EXCELLENT,0,0,172
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 14:00:00,63.46,3.16,4.87,62.2,0.51,3692.51,7,87.58,94.67,EXCELLENT,0,0,159
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 15:00:00,65.22,2.72,5.08,57.91,0.95,3693.46,7,87.62,94.88,EXCELLENT,0,0,109
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 16:00:00,60.54,3.07,5.05,53.87,0.79,3694.25,7,87.67,94.99,EXCELLENT,0,0,178
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 17:00:00,63.63,3.25,4.7,67.11,0.5,3694.75,7,87.71,94.01,EXCELLENT,0,0,125
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 18:00:00,62.04,3.03,4.96,69.76,0.52,3695.27,7,87.75,95.02,EXCELLENT,0,0,153
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 19:00:00,58.82,3.01,4.55,32.31,0.78,3696.05,7,87.79,93.41,EXCELLENT,0,0,128
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 20:00:00,60.78,2.87,4.65,41.96,0.62,3696.67,7,87.83,93.78,EXCELLENT,0,0,163
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 21:00:00,58.83,2.76,4.92,21.01,0.58,3697.24,7,87.88,94.87,EXCELLENT,0,0,96
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 22:00:00,60.47,2.96,5.46,39.45,0.64,3697.88,7,87.92,93.36,EXCELLENT,0,0,177
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-09 23:00:00,60.54,3.1,5.19,34.09,0.91,3698.79,7,87.96,94.45,EXCELLENT,0,0,116
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 00:00:00,62.2,3.25,5.16,34.51,0.73,3699.53,7,88.0,94.55,EXCELLENT,0,0,161
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 01:00:00,62.16,2.97,4.78,27.53,0.76,3700.29,7,88.04,94.33,EXCELLENT,0,0,175
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 02:00:00,62.24,3.07,5.04,39.64,0.91,3701.2,7,88.08,95.05,EXCELLENT,0,0,129
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 03:00:00,58.34,3.02,4.78,38.52,0.75,3701.94,7,88.12,94.33,EXCELLENT,0,0,143
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 04:00:00,66.47,3.06,5.42,44.03,0.74,3702.68,7,88.17,93.53,EXCELLENT,0,0,119
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 05:00:00,62.1,3.16,5.2,40.66,0.95,3703.64,7,88.21,94.38,EXCELLENT,0,0,156
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 06:00:00,65.04,3.17,5.17,29.85,0.8,3704.44,7,88.25,94.54,EXCELLENT,0,0,99
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 07:00:00,63.92,2.8,5.14,31.35,0.82,3705.26,7,88.29,94.64,EXCELLENT,0,0,161
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 08:00:00,61.06,3.12,4.82,60.89,0.42,3705.68,7,88.33,94.47,EXCELLENT,0,0,135
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 09:00:00,59.56,2.87,4.9,68.58,0.67,3706.35,7,88.38,94.81,EXCELLENT,0,0,177
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 10:00:00,60.81,2.72,5.37,60.14,0.95,3707.3,7,88.42,93.73,EXCELLENT,0,0,137
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 11:00:00,62.89,2.89,5.08,52.84,0.71,3708.02,7,88.46,94.89,EXCELLENT,0,0,168
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 12:00:00,60.05,2.72,5.21,58.73,1.0,3709.02,7,88.5,94.38,EXCELLENT,0,0,154
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 13:00:00,63.52,2.9,4.91,68.99,0.51,3709.53,7,88.54,94.86,EXCELLENT,0,0,121
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 14:00:00,62.09,3.13,4.99,51.67,0.72,3710.25,7,88.58,95.18,EXCELLENT,0,0,150
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 15:00:00,61.87,3.37,5.18,55.94,0.69,3710.93,7,88.62,94.47,EXCELLENT,0,0,120
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 16:00:00,58.22,3.06,5.01,47.9,0.75,3711.69,7,88.67,95.14,EXCELLENT,0,0,132
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 17:00:00,57.16,3.03,5.32,69.47,0.81,3712.5,7,88.71,93.94,EXCELLENT,0,0,99
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 18:00:00,58.53,3.22,4.66,53.11,0.87,3713.37,7,88.75,93.82,EXCELLENT,0,0,102
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 19:00:00,61.38,2.74,4.96,47.14,0.81,3714.18,7,88.79,95.06,EXCELLENT,0,0,132
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 20:00:00,57.26,3.28,5.03,23.37,0.63,3714.82,7,88.83,95.07,EXCELLENT,0,0,154
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 21:00:00,66.88,3.26,5.31,19.27,0.63,3715.44,7,88.88,93.94,EXCELLENT,0,0,110
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 22:00:00,62.23,3.16,4.55,35.64,0.96,3716.4,7,88.92,93.39,EXCELLENT,0,0,147
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-10 23:00:00,60.68,2.79,4.36,23.42,0.7,3717.11,7,88.96,92.64,EXCELLENT,0,0,176
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 00:00:00,62.07,2.73,4.63,36.14,0.69,3717.79,7,89.0,93.72,EXCELLENT,0,0,94
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 01:00:00,62.16,3.1,4.64,38.58,0.63,3718.42,7,89.04,93.76,EXCELLENT,0,0,105
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 02:00:00,59.87,3.22,4.83,38.94,0.79,3719.21,7,89.08,94.53,EXCELLENT,0,0,136
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 03:00:00,62.1,3.2,4.68,45.15,0.41,3719.62,7,89.12,93.91,EXCELLENT,0,0,110
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 04:00:00,61.22,3.15,5.32,22.84,0.98,3720.59,7,89.17,93.94,EXCELLENT,0,0,98
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 05:00:00,60.31,2.86,4.99,41.27,0.94,3721.53,7,89.21,95.17,EXCELLENT,0,0,115
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 06:00:00,65.38,3.29,5.08,27.29,0.6,3722.13,7,89.25,94.87,EXCELLENT,0,0,128
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 07:00:00,57.3,3.04,5.71,29.72,0.75,3722.88,7,89.29,92.38,EXCELLENT,0,0,114
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 08:00:00,64.54,3.04,5.02,63.88,0.47,3723.35,7,89.33,95.11,EXCELLENT,0,0,100
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 09:00:00,61.89,3.0,4.55,52.51,0.71,3724.06,7,89.38,93.41,EXCELLENT,0,0,93
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 10:00:00,74.91,3.91,5.62,84.3,0.68,3724.74,7,89.42,69.8,WARNING,1,0,13
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 11:00:00,61.0,2.97,5.03,53.87,0.92,3725.66,7,89.46,95.09,EXCELLENT,0,0,95
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 12:00:00,65.18,2.95,5.09,63.2,0.55,3726.22,7,89.5,94.85,EXCELLENT,0,0,158
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 13:00:00,62.85,2.93,4.88,59.37,0.6,3726.82,7,89.54,94.73,EXCELLENT,0,0,112
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 14:00:00,57.62,3.16,4.78,54.76,0.57,3727.39,7,89.58,94.32,EXCELLENT,0,0,122
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 15:00:00,56.63,3.15,5.16,60.44,0.77,3728.17,7,89.62,94.56,EXCELLENT,0,0,131
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 16:00:00,58.79,2.8,4.91,68.41,0.62,3728.79,7,89.67,94.84,EXCELLENT,0,0,116
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 17:00:00,60.82,2.87,5.29,45.01,0.84,3729.63,7,89.71,94.04,EXCELLENT,0,0,171
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 18:00:00,63.69,3.34,5.43,64.62,0.8,3730.43,7,89.75,93.47,EXCELLENT,0,0,94
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 19:00:00,65.44,3.16,4.85,29.49,0.42,3730.85,7,89.79,94.6,EXCELLENT,0,0,148
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 20:00:00,64.29,3.4,5.51,28.54,0.66,3731.51,7,89.83,93.16,EXCELLENT,0,0,128
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 21:00:00,60.32,3.16,5.12,38.7,0.79,3732.29,7,89.88,94.7,EXCELLENT,0,0,105
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 22:00:00,58.11,3.45,4.74,37.01,0.74,3733.03,7,89.92,94.17,EXCELLENT,0,0,104
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-11 23:00:00,65.57,2.8,4.51,38.79,0.65,3733.68,7,89.96,93.24,EXCELLENT,0,0,162
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 00:00:00,61.35,2.85,4.73,44.32,0.54,3734.22,7,90.0,94.12,EXCELLENT,0,0,125
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 01:00:00,63.07,2.84,4.77,40.04,0.97,3735.2,7,90.04,94.28,EXCELLENT,0,0,165
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 02:00:00,61.04,3.35,5.13,34.31,0.62,3735.81,7,90.08,94.69,EXCELLENT,0,0,164
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 03:00:00,57.06,2.83,4.66,23.71,0.99,3736.8,7,90.12,93.85,EXCELLENT,0,0,106
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 04:00:00,72.67,4.28,6.19,47.14,0.83,3737.63,7,90.17,70.75,GOOD,1,0,70
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 05:00:00,60.46,2.96,5.06,35.97,0.84,3738.47,7,90.21,94.94,EXCELLENT,0,0,152
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 06:00:00,64.39,2.78,5.16,42.11,0.79,3739.26,7,90.25,94.55,EXCELLENT,0,0,142
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 07:00:00,60.84,2.81,5.37,30.68,0.62,3739.88,7,90.29,93.73,EXCELLENT,0,0,174
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 08:00:00,57.78,2.98,5.32,72.11,0.73,3740.6,7,90.33,93.92,EXCELLENT,0,0,100
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 09:00:00,61.76,2.76,5.54,65.01,0.89,3741.49,7,90.38,93.03,EXCELLENT,0,0,131
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 10:00:00,59.34,2.67,5.48,71.26,0.75,3742.24,7,90.42,93.29,EXCELLENT,0,0,165
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 11:00:00,66.26,3.23,5.25,54.58,0.95,3743.19,7,90.46,94.18,EXCELLENT,0,0,134
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 12:00:00,57.25,2.81,4.14,57.81,0.4,3743.6,7,90.5,91.75,EXCELLENT,0,0,131
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 13:00:00,62.05,2.75,5.28,71.73,0.86,3744.45,7,90.54,94.09,EXCELLENT,0,0,159
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 14:00:00,60.31,3.04,4.86,60.39,0.86,3745.31,7,90.58,94.64,EXCELLENT,0,0,116
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 15:00:00,61.13,3.33,4.57,62.5,0.73,3746.05,7,90.62,93.47,EXCELLENT,0,0,134
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 16:00:00,59.9,3.18,4.66,58.8,0.46,3746.51,7,90.67,93.86,EXCELLENT,0,0,114
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 17:00:00,61.94,3.01,4.93,50.17,0.5,3747.01,7,90.71,94.92,EXCELLENT,0,0,135
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 18:00:00,63.22,2.6,5.45,58.57,0.96,3747.97,7,90.75,93.4,EXCELLENT,0,0,145
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 19:00:00,62.36,2.53,5.34,36.77,0.83,3748.79,7,90.79,93.86,EXCELLENT,0,0,96
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 20:00:00,62.69,3.15,4.91,44.2,0.43,3749.22,7,90.83,94.84,EXCELLENT,0,0,143
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 21:00:00,69.12,3.1,4.99,52.58,0.69,3749.91,7,90.88,93.69,EXCELLENT,0,0,175
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 22:00:00,60.08,3.44,5.07,24.14,0.61,3750.52,7,90.92,94.9,EXCELLENT,0,0,126
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-12 23:00:00,62.5,3.32,4.91,40.02,0.74,3751.27,7,90.96,94.82,EXCELLENT,0,0,142
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-13 00:00:00,59.86,3.15,5.19,44.43,0.99,3752.26,7,91.0,94.45,EXCELLENT,0,0,90
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-13 01:00:00,61.55,2.62,4.84,43.54,0.59,3752.85,7,91.04,94.56,EXCELLENT,0,0,129
FAC-001,FacilityOps Campus,AST-005,Generator 1,Generator,Building C,Block C1,2026-01-13 02:00:00,64.01,2.86,4.53,46.37,0.42,3753.27,7,91.08,93.32,EXCELLENT,0,0,134
