cost_record_id,facility_id,facility_name,building_id,building_name,timestamp,occupancy,electricity_kwh,hvac_kwh,lighting_kwh,water_liters,electricity_cost,water_cost,maintenance_cost,security_cost,operational_cost,total_cost,expected_cost,cost_variance,cost_variance_percent,potential_savings,cost_per_occupant,inefficiency_type,cost_status,savings_priority,is_cost_inefficiency
COST-001093,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 04:00:00,6,217.46,105.83,39.26,64.2,1848.38,3.53,318.54,191.4,272.1,2633.96,2619.54,14.42,0.55,14.42,438.99,NONE,NORMAL,LOW,0
COST-001094,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 05:00:00,7,179.68,75.84,24.7,69.44,1527.26,3.82,332.59,164.16,296.01,2323.84,2619.54,-295.7,-11.29,0.0,331.98,NONE,NORMAL,NORMAL,0
COST-001095,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 06:00:00,48,471.37,258.32,60.79,129.92,4006.68,7.15,381.43,181.8,228.58,4805.64,3820.68,984.95,25.78,1204.52,100.12,HIGH_HVAC_USAGE,HIGH,CRITICAL,1
COST-001096,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 07:00:00,40,362.15,174.2,71.9,109.4,3078.27,6.02,376.98,192.86,229.15,3883.28,3820.68,62.59,1.64,62.59,97.08,NONE,NORMAL,LOW,0
COST-001097,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 08:00:00,35,342.11,141.14,62.76,144.02,2907.91,7.92,372.0,166.18,273.49,3727.5,3820.68,-93.19,-2.44,0.0,106.5,NONE,NORMAL,NORMAL,0
COST-001098,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 09:00:00,100,589.27,249.59,85.06,184.36,5008.76,10.14,430.32,179.0,277.7,5905.91,5422.62,483.3,8.91,483.3,59.06,NONE,WARNING,MEDIUM,0
COST-001099,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 10:00:00,103,573.77,246.56,108.07,195.64,4877.06,10.76,368.3,182.01,252.6,5690.73,5422.62,268.11,4.94,268.11,55.25,NONE,NORMAL,MEDIUM,0
COST-001100,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 11:00:00,94,556.83,273.24,97.52,168.24,4733.04,9.25,413.02,171.25,234.67,5561.22,5422.62,138.61,2.56,138.61,59.16,NONE,NORMAL,LOW,0
COST-001101,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 12:00:00,103,558.62,255.73,93.4,187.71,4748.28,10.32,446.92,190.81,273.1,5669.44,5422.62,246.83,4.55,246.83,55.04,NONE,NORMAL,MEDIUM,0
COST-001102,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 13:00:00,76,595.06,273.35,89.85,191.34,5058.03,10.52,400.31,195.46,232.98,5897.31,5422.62,474.69,8.75,474.69,77.6,NONE,WARNING,MEDIUM,0
COST-001103,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 14:00:00,92,492.18,244.53,74.11,198.76,4183.55,10.93,311.51,164.93,271.16,4942.08,5422.62,-480.54,-8.86,0.0,53.72,NONE,NORMAL,NORMAL,0
COST-001104,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 15:00:00,81,558.53,268.89,73.0,187.97,4747.48,10.34,365.06,165.84,293.01,5581.73,5422.62,159.11,2.93,159.11,68.91,NONE,NORMAL,LOW,0
COST-001105,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 16:00:00,89,566.16,243.86,74.87,199.0,4812.38,10.94,448.95,164.02,267.13,5703.43,5422.62,280.81,5.18,280.81,64.08,NONE,WARNING,MEDIUM,0
COST-001106,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 17:00:00,31,374.37,149.88,55.03,120.67,3182.17,6.64,448.46,194.82,295.04,4127.12,4020.08,107.04,2.66,107.04,133.13,NONE,NORMAL,LOW,0
COST-001107,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 18:00:00,36,403.7,205.36,80.22,99.18,3431.41,5.45,330.7,163.17,294.77,4225.51,4020.08,205.43,5.11,205.43,117.38,NONE,WARNING,MEDIUM,0
COST-001108,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 19:00:00,34,407.05,195.11,64.17,107.59,3459.93,5.92,438.03,195.34,250.55,4349.78,4020.08,329.7,8.2,329.7,127.93,NONE,WARNING,MEDIUM,0
COST-001109,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 20:00:00,38,363.33,151.46,57.14,100.38,3088.33,5.52,302.8,194.18,289.94,3880.77,4020.08,-139.31,-3.47,0.0,102.13,NONE,NORMAL,NORMAL,0
COST-001110,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 21:00:00,11,279.39,120.23,51.16,67.97,2374.78,3.74,347.79,176.41,274.81,3177.53,3019.33,158.2,5.24,158.2,288.87,NONE,WARNING,LOW,0
COST-001111,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 22:00:00,9,266.73,132.34,35.99,68.63,2267.22,3.77,428.76,189.18,279.73,3168.66,3019.33,149.34,4.95,149.34,352.07,NONE,NORMAL,LOW,0
COST-001112,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-07 23:00:00,12,276.41,130.07,53.69,74.37,2349.51,4.09,378.9,170.0,263.49,3166.0,3019.33,146.68,4.86,146.68,263.83,NONE,NORMAL,LOW,0
COST-001113,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 00:00:00,7,206.9,104.54,32.62,75.13,1758.67,4.13,331.65,194.11,223.42,2511.99,2619.54,-107.55,-4.11,0.0,358.86,NONE,NORMAL,NORMAL,0
COST-001114,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 01:00:00,7,203.46,98.62,26.93,70.06,1729.37,3.85,372.85,165.36,276.13,2547.57,2619.54,-71.97,-2.75,0.0,363.94,NONE,NORMAL,NORMAL,0
COST-001115,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 02:00:00,6,210.79,84.71,33.57,73.17,1791.71,4.02,312.83,196.86,290.2,2595.63,2619.54,-23.91,-0.91,0.0,432.6,NONE,NORMAL,NORMAL,0
COST-001116,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 03:00:00,6,203.22,104.27,32.98,66.93,1727.34,3.68,376.54,189.82,234.13,2531.52,2619.54,-88.02,-3.36,0.0,421.92,NONE,NORMAL,NORMAL,0
COST-001117,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 04:00:00,8,223.61,103.92,42.62,70.35,1900.67,3.87,366.25,171.09,250.04,2691.92,2619.54,72.38,2.76,72.38,336.49,NONE,NORMAL,LOW,0
COST-001118,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 05:00:00,6,207.16,89.63,37.38,66.35,1760.89,3.65,400.86,169.97,227.39,2562.75,2619.54,-56.79,-2.17,0.0,427.13,NONE,NORMAL,NORMAL,0
COST-001119,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 06:00:00,38,334.54,155.98,51.86,220.13,2843.62,12.11,322.26,191.49,298.7,3668.17,3820.68,-152.51,-3.99,2.42,96.53,HIGH_WATER_USAGE,NORMAL,LOW,1
COST-001120,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 07:00:00,41,326.1,154.63,58.79,102.58,2771.88,5.64,439.23,182.16,256.13,3655.04,3820.68,-165.65,-4.34,0.0,89.15,NONE,NORMAL,NORMAL,0
COST-001121,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 08:00:00,44,355.88,176.28,47.26,113.64,3024.94,6.25,408.27,191.75,278.04,3909.25,3820.68,88.56,2.32,88.56,88.85,NONE,NORMAL,LOW,0
COST-001122,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 09:00:00,75,553.14,245.3,100.33,195.59,4701.71,10.76,421.75,181.16,243.8,5559.18,5422.62,136.56,2.52,136.56,74.12,NONE,NORMAL,LOW,0
COST-001123,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 10:00:00,106,592.57,251.93,78.3,216.51,5036.88,11.91,442.75,181.04,279.8,5952.36,5422.62,529.75,9.77,529.75,56.15,NONE,WARNING,HIGH,0
COST-001124,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 11:00:00,78,601.06,255.19,93.75,182.55,5108.99,10.04,305.15,188.01,286.17,5898.35,5422.62,475.74,8.77,475.74,75.62,NONE,WARNING,MEDIUM,0
COST-001125,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 12:00:00,84,458.62,230.3,84.52,173.62,3898.27,9.55,387.56,167.84,245.17,4708.39,5422.62,-714.23,-13.17,0.0,56.05,NONE,NORMAL,NORMAL,0
COST-001126,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 13:00:00,83,551.81,286.01,101.36,198.08,4690.36,10.89,335.09,189.77,222.58,5448.69,5422.62,26.08,0.48,26.08,65.65,NONE,NORMAL,LOW,0
COST-001127,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 14:00:00,91,617.12,272.53,117.48,164.49,5245.51,9.05,428.2,173.15,294.56,6150.48,5422.62,727.86,13.42,727.86,67.59,NONE,WARNING,HIGH,0
COST-001128,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 15:00:00,107,560.2,269.26,82.72,173.04,4761.67,9.52,428.62,189.42,246.67,5635.91,5422.62,213.29,3.93,213.29,52.67,NONE,NORMAL,MEDIUM,0
COST-001129,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 16:00:00,88,542.6,230.63,88.99,191.4,4612.07,10.53,444.59,181.96,267.82,5516.97,5422.62,94.35,1.74,94.35,62.69,NONE,NORMAL,LOW,0
COST-001130,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 17:00:00,38,377.02,152.2,68.12,111.65,3204.68,6.14,422.69,183.02,273.36,4089.89,4020.08,69.82,1.74,69.82,107.63,NONE,NORMAL,LOW,0
COST-001131,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 18:00:00,33,400.98,191.19,69.18,106.95,3408.3,5.88,321.79,171.55,286.15,4193.67,4020.08,173.59,4.32,173.59,127.08,NONE,NORMAL,LOW,0
COST-001132,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 19:00:00,36,372.27,190.95,54.31,92.35,3164.27,5.08,394.1,189.19,291.33,4043.97,4020.08,23.89,0.59,23.89,112.33,NONE,NORMAL,LOW,0
COST-001133,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 20:00:00,38,377.81,161.48,49.77,101.56,3211.39,5.59,402.36,163.58,286.25,4069.18,4020.08,49.1,1.22,49.1,107.08,NONE,NORMAL,LOW,0
COST-001134,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 21:00:00,11,250.88,120.46,40.16,64.85,2132.51,3.57,312.32,176.45,280.66,2905.51,3019.33,-113.81,-3.77,0.0,264.14,NONE,NORMAL,NORMAL,0
COST-001135,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 22:00:00,11,272.88,123.02,48.9,82.35,2319.45,4.53,319.12,184.6,235.57,3063.26,3019.33,43.94,1.46,43.94,278.48,NONE,NORMAL,LOW,0
COST-001136,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-08 23:00:00,11,315.49,159.37,51.23,80.65,2681.69,4.44,337.32,193.47,234.34,3451.26,3019.33,431.93,14.31,431.93,313.75,NONE,WARNING,MEDIUM,0
COST-001137,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 00:00:00,6,206.96,101.99,33.78,61.77,1759.18,3.4,386.13,187.84,290.97,2627.52,2619.54,7.98,0.3,7.98,437.92,NONE,NORMAL,LOW,0
COST-001138,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 01:00:00,6,207.23,106.58,27.3,72.63,1761.43,3.99,437.84,171.89,242.3,2617.46,2619.54,-2.08,-0.08,0.0,436.24,NONE,NORMAL,NORMAL,0
COST-001139,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 02:00:00,8,188.64,85.38,34.12,70.61,1603.41,3.88,443.42,171.52,232.69,2454.93,2619.54,-164.61,-6.28,0.0,306.87,NONE,NORMAL,NORMAL,0
COST-001140,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 03:00:00,8,213.45,88.3,29.82,64.19,1814.36,3.53,344.99,183.75,284.71,2631.33,2619.54,11.79,0.45,11.79,328.92,NONE,NORMAL,LOW,0
COST-001141,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 04:00:00,6,224.42,96.37,44.35,64.83,1907.58,3.57,391.26,173.45,264.2,2740.05,2619.54,120.51,4.6,120.51,456.67,NONE,NORMAL,LOW,0
COST-001142,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 05:00:00,6,211.15,87.8,37.27,67.39,1794.79,3.71,367.85,169.12,263.78,2599.24,2619.54,-20.3,-0.78,0.0,433.21,NONE,NORMAL,NORMAL,0
COST-001143,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 06:00:00,44,333.98,136.31,45.95,87.6,2838.83,4.82,445.26,190.07,267.96,3746.94,3820.68,-73.75,-1.93,0.0,85.16,NONE,NORMAL,NORMAL,0
COST-001144,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 07:00:00,46,300.93,154.57,51.82,110.87,2557.87,6.1,337.46,163.68,294.72,3359.84,3820.68,-460.84,-12.06,0.0,73.04,NONE,NORMAL,NORMAL,0
COST-001145,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 08:00:00,40,306.73,126.91,57.84,109.97,2607.17,6.05,349.67,168.42,288.02,3419.33,3820.68,-401.36,-10.5,0.0,85.48,NONE,NORMAL,NORMAL,0
COST-001146,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 09:00:00,99,478.63,201.21,75.06,165.05,4068.37,9.08,357.31,196.26,294.81,4925.83,5422.62,-496.79,-9.16,0.0,49.76,NONE,NORMAL,NORMAL,0
COST-001147,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 10:00:00,92,529.13,266.43,83.33,208.0,4497.63,11.44,319.11,195.2,279.59,5302.97,5422.62,-119.65,-2.21,0.0,57.64,NONE,NORMAL,NORMAL,0
COST-001148,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 11:00:00,99,594.53,268.41,108.85,195.68,5053.48,10.76,339.31,188.24,253.73,5845.52,5422.62,422.91,7.8,422.91,59.05,NONE,WARNING,MEDIUM,0
COST-001149,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 12:00:00,101,516.38,233.39,100.3,213.15,4389.25,11.72,336.84,169.18,254.18,5161.17,5422.62,-261.45,-4.82,0.0,51.1,NONE,NORMAL,NORMAL,0
COST-001150,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 13:00:00,91,562.67,271.56,84.27,209.98,4782.68,11.55,309.11,191.43,298.21,5592.98,5422.62,170.36,3.14,170.36,61.46,NONE,NORMAL,LOW,0
COST-001151,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 14:00:00,93,539.57,226.82,94.79,208.0,4586.3,11.44,417.86,186.77,246.18,5448.55,5422.62,25.93,0.48,25.93,58.59,NONE,NORMAL,LOW,0
COST-001152,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 15:00:00,99,496.7,225.65,95.21,190.75,4221.92,10.49,429.34,183.25,235.97,5080.97,5422.62,-341.65,-6.3,0.0,51.32,NONE,NORMAL,NORMAL,0
COST-001153,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 16:00:00,96,642.2,287.6,88.86,177.48,5458.7,9.76,365.29,172.99,293.19,6299.93,5422.62,877.31,16.18,877.31,65.62,NONE,HIGH,HIGH,0
COST-001154,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 17:00:00,37,411.41,190.74,73.76,104.77,3497.01,5.76,444.82,181.08,285.84,4414.52,4020.08,394.44,9.81,394.44,119.31,NONE,WARNING,MEDIUM,0
COST-001155,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 18:00:00,35,369.06,177.46,48.18,98.24,3137.05,5.4,450.49,178.72,284.76,4056.42,4020.08,36.34,0.9,36.34,115.9,NONE,NORMAL,LOW,0
COST-001156,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 19:00:00,37,326.15,166.87,62.72,141.83,2772.28,7.8,347.19,181.62,238.46,3547.35,4020.08,-472.72,-11.76,0.0,95.87,NONE,NORMAL,NORMAL,0
COST-001157,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 20:00:00,34,301.71,150.79,58.15,108.0,2564.52,5.94,328.75,184.39,222.95,3306.55,4020.08,-713.53,-17.75,0.0,97.25,NONE,NORMAL,NORMAL,0
COST-001158,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 21:00:00,11,261.58,107.79,41.76,73.89,2223.41,4.06,439.25,193.3,239.54,3099.56,3019.33,80.24,2.66,80.24,281.78,NONE,NORMAL,LOW,0
COST-001159,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 22:00:00,11,245.87,108.27,43.53,67.99,2089.86,3.74,311.26,169.76,298.89,2873.5,3019.33,-145.82,-4.83,0.0,261.23,NONE,NORMAL,NORMAL,0
COST-001160,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-09 23:00:00,12,290.19,122.44,50.11,70.68,2466.59,3.89,349.95,191.84,268.07,3280.33,3019.33,261.01,8.64,261.01,273.36,NONE,WARNING,MEDIUM,0
COST-001161,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 00:00:00,8,180.56,84.72,25.57,59.55,1534.8,3.28,417.48,179.37,294.34,2429.27,2619.54,-190.27,-7.26,0.0,303.66,NONE,NORMAL,NORMAL,0
COST-001162,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 01:00:00,6,201.43,99.6,33.89,59.73,1712.19,3.28,310.47,176.35,242.12,2444.4,2619.54,-175.14,-6.69,0.0,407.4,NONE,NORMAL,NORMAL,0
COST-001163,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 02:00:00,7,222.51,98.11,37.39,66.38,1891.34,3.65,308.76,183.54,287.68,2674.96,2619.54,55.42,2.12,55.42,382.14,NONE,NORMAL,LOW,0
COST-001164,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 03:00:00,6,232.49,110.51,36.34,65.04,1976.17,3.58,409.65,192.76,274.5,2856.66,2619.54,237.12,9.05,237.12,476.11,NONE,WARNING,MEDIUM,0
COST-001165,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 04:00:00,7,200.71,98.5,27.65,70.0,1706.01,3.85,449.28,165.01,291.3,2615.44,2619.54,-4.1,-0.16,0.0,373.63,NONE,NORMAL,NORMAL,0
COST-001166,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 05:00:00,8,207.42,104.16,40.12,63.59,1763.03,3.5,392.23,187.49,285.96,2632.2,2619.54,12.66,0.48,12.66,329.03,NONE,NORMAL,LOW,0
COST-001167,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 06:00:00,43,346.88,158.79,56.04,120.08,2948.48,6.6,385.29,196.31,235.06,3771.75,3820.68,-48.93,-1.28,0.0,87.72,NONE,NORMAL,NORMAL,0
COST-001168,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 07:00:00,31,373.06,179.63,64.35,122.6,3171.02,6.74,432.57,191.58,230.54,4032.45,3820.68,211.77,5.54,211.77,130.08,NONE,WARNING,MEDIUM,0
COST-001169,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 08:00:00,41,380.08,163.6,72.55,129.39,3230.65,7.12,302.99,179.84,228.82,3949.41,3820.68,128.73,3.37,128.73,96.33,NONE,NORMAL,LOW,0
COST-001170,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 09:00:00,92,509.32,230.84,69.31,202.62,4329.21,11.14,420.56,167.46,271.48,5199.85,5422.62,-222.77,-4.11,0.0,56.52,NONE,NORMAL,NORMAL,0
COST-001171,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 10:00:00,97,561.96,279.48,77.34,195.2,4776.68,10.74,399.1,185.9,253.31,5625.71,5422.62,203.1,3.75,203.1,58.0,NONE,NORMAL,MEDIUM,0
COST-001172,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 11:00:00,92,529.02,268.73,81.22,218.57,4496.65,12.02,434.37,190.69,261.17,5394.9,5422.62,-27.72,-0.51,0.0,58.64,NONE,NORMAL,NORMAL,0
COST-001173,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 12:00:00,91,524.7,251.2,82.35,181.25,4459.97,9.97,355.54,168.02,223.6,5217.1,5422.62,-205.52,-3.79,0.0,57.33,NONE,NORMAL,NORMAL,0
COST-001174,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 13:00:00,106,571.02,244.78,82.49,185.06,4853.66,10.18,306.18,190.29,246.07,5606.38,5422.62,183.76,3.39,183.76,52.89,NONE,NORMAL,LOW,0
COST-001175,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 14:00:00,96,498.31,215.71,67.05,156.24,4235.63,8.59,442.86,194.79,276.82,5158.69,5422.62,-263.93,-4.87,0.0,53.74,NONE,NORMAL,NORMAL,0
COST-001176,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 15:00:00,93,527.54,235.14,91.24,199.52,4484.07,10.97,375.23,176.42,297.92,5344.62,5422.62,-78.0,-1.44,0.0,57.47,NONE,NORMAL,NORMAL,0
COST-001177,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 16:00:00,92,588.72,286.87,87.64,184.33,5004.11,10.14,304.9,191.33,249.02,5759.49,5422.62,336.88,6.21,336.88,62.6,NONE,WARNING,MEDIUM,0
COST-001178,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 17:00:00,35,356.47,150.07,68.54,111.74,3029.98,6.15,446.08,197.96,250.01,3930.17,4020.08,-89.91,-2.24,0.0,112.29,NONE,NORMAL,NORMAL,0
COST-001179,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 18:00:00,40,364.59,189.53,63.47,116.0,3099.0,6.38,389.23,191.99,274.67,3961.28,4020.08,-58.8,-1.46,0.0,99.03,NONE,NORMAL,NORMAL,0
COST-001180,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 19:00:00,40,365.17,185.75,48.42,105.66,3103.95,5.81,349.21,184.21,262.66,3905.83,4020.08,-114.24,-2.84,0.0,97.65,NONE,NORMAL,NORMAL,0
COST-001181,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 20:00:00,35,363.72,155.82,60.08,104.35,3091.62,5.74,352.12,185.53,242.81,3877.82,4020.08,-142.26,-3.54,0.0,110.79,NONE,NORMAL,NORMAL,0
COST-001182,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 21:00:00,11,285.07,145.77,42.27,76.36,2423.12,4.2,372.6,195.38,291.31,3286.6,3019.33,267.27,8.85,267.27,298.78,NONE,WARNING,MEDIUM,0
COST-001183,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 22:00:00,10,258.3,114.03,36.26,76.94,2195.53,4.23,359.14,183.56,287.79,3030.25,3019.33,10.93,0.36,10.93,303.03,NONE,NORMAL,LOW,0
COST-001184,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-10 23:00:00,11,264.89,118.95,38.26,69.88,2251.54,3.84,313.89,187.03,240.71,2997.02,3019.33,-22.31,-0.74,0.0,272.46,NONE,NORMAL,NORMAL,0
COST-001185,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 00:00:00,7,206.11,103.83,33.91,78.59,1751.97,4.32,331.51,188.82,230.91,2507.54,2619.54,-112.0,-4.28,0.0,358.22,NONE,NORMAL,NORMAL,0
COST-001186,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 01:00:00,8,216.08,91.85,32.73,65.69,1836.67,3.61,370.34,187.51,269.63,2667.76,2619.54,48.22,1.84,48.22,333.47,NONE,NORMAL,LOW,0
COST-001187,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 02:00:00,8,224.96,97.88,34.32,58.92,1912.17,3.24,425.48,167.93,221.44,2730.26,2619.54,110.72,4.23,110.72,341.28,NONE,NORMAL,LOW,0
COST-001188,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 03:00:00,7,212.79,107.02,38.64,63.35,1808.71,3.48,362.77,180.28,284.2,2639.45,2619.54,19.91,0.76,19.91,377.06,NONE,NORMAL,LOW,0
COST-001189,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 04:00:00,9,212.87,88.0,36.1,66.57,1809.38,3.66,341.26,163.88,221.8,2539.97,2619.54,-79.57,-3.04,0.0,282.22,NONE,NORMAL,NORMAL,0
COST-001190,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 05:00:00,6,207.32,88.43,41.27,66.57,1762.19,3.66,321.67,181.64,287.92,2557.08,2619.54,-62.46,-2.38,0.0,426.18,NONE,NORMAL,NORMAL,0
COST-001191,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 06:00:00,37,377.92,176.64,68.04,125.34,3212.36,6.89,433.96,182.84,254.53,4090.58,3820.68,269.9,7.06,269.9,110.56,NONE,WARNING,MEDIUM,0
COST-001192,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 07:00:00,47,379.61,152.1,75.71,121.58,3226.71,6.69,373.5,193.39,238.55,4038.85,3820.68,218.16,5.71,218.16,85.93,NONE,WARNING,MEDIUM,0
COST-001193,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 08:00:00,38,350.78,156.94,49.95,104.34,2981.62,5.74,452.82,166.13,277.63,3883.93,3820.68,63.25,1.66,63.25,102.21,NONE,NORMAL,LOW,0
COST-001194,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 09:00:00,81,522.12,241.15,88.7,178.95,4438.02,9.84,416.8,173.14,292.93,5330.73,5422.62,-91.88,-1.69,0.0,65.81,NONE,NORMAL,NORMAL,0
COST-001195,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 10:00:00,87,613.49,303.55,114.88,173.85,5214.64,9.56,327.31,163.52,256.42,5971.45,5422.62,548.83,10.12,548.83,68.64,NONE,WARNING,HIGH,0
COST-001196,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 11:00:00,82,563.68,287.67,94.32,198.74,4791.27,10.93,391.41,190.02,228.28,5611.92,5422.62,189.3,3.49,189.3,68.44,NONE,NORMAL,LOW,0
COST-001197,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 12:00:00,103,549.01,263.79,109.11,179.88,4666.59,9.89,345.94,194.01,289.7,5506.14,5422.62,83.52,1.54,83.52,53.46,NONE,NORMAL,LOW,0
COST-001198,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 13:00:00,104,554.91,229.95,92.8,211.81,4716.7,11.65,422.18,189.29,292.03,5631.85,5422.62,209.24,3.86,209.24,54.15,NONE,NORMAL,MEDIUM,0
COST-001199,FAC-001,Infosys Smart Campus,BLD-002,Building B,2026-09-11 14:00:00,95,534.07,253.99,106.33,163.59,4539.64,9.0,427.23,195.72,283.64,5455.23,5422.62,32.62,0.6,32.62,57.42,NONE,NORMAL,LOW,0
